OBJECTID,ID_SERV,INFO,NOM,AIRE_JEUX,ATHLETISME,BASEBALL_S,BASKETBALL,FOOTBALL,JEUX_EAU,RANDONNEE,ROULI_ROUL,SOCCER,SKI_FOND,TENNIS,TOBBOGAN_G,VOLLEY_BALL,PATIN_ROUE,RAQUETTES,PATAUGEOIRE,PISC_EXT,PATINOIRE_E,SUM_SERVICES,Shape_Length,Shape_Area,HECTARES,HaTypo,TypoParcCL6
280,7095.000000000000000,PIERREFONDS-SENNEVILLE,"RIVE-BOISEE, DE LA",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,1168.605783469648700,34584.995550007559000,3.458499555000756,b. 1 à 5 ha,B
281,7101.000000000000000,PIERREFONDS-SENNEVILLE,VILLERET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,765.988316374918900,34494.484850015731000,3.449448485001573,b. 1 à 5 ha,B
282,7607.000000000000000,COTE-SAINT-LUC-HAMPSTEAD-MONTREAL-OUEST,NATHAN SHUSTER,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,792.272165458734890,34213.508449980647000,3.421350844998065,b. 1 à 5 ha,C
283,6668.000000000000000,AHUNSTIC-CARTIERVILLE,PARC SAINT-SIMON-APOTRE,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5,780.332108503845690,34211.522299962118000,3.421152229996212,b. 1 à 5 ha,B
284,6723.000000000000000,BEACONSFIELD-BAIE D'URFE,WINDERMERE,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,9,1029.890975939376400,34035.530099938871000,3.403553009993887,b. 1 à 5 ha,D
285,7442.000000000000000,LASALLE,LAURENDEAU-DUNTON,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,490.056408937123020,11033.232996502958000,1.103323299650296,b. 1 à 5 ha,B
286,7418.000000000000000,LASALLE,CHRISTOPHE-COLOMB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,421.189331289074180,9175.751749980165200,0.917575174998017,a- Moins de 1 ha,A
287,7430.000000000000000,LASALLE,LASALLE NORD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,234.424159709673400,3263.778707898538000,0.326377870789854,a- Moins de 1 ha,A
288,7590.000000000000000,OUTREMONT,BEAUBIEN,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,775.711528313407480,33702.516099977649000,3.370251609997765,b. 1 à 5 ha,B
289,6653.000000000000000,AHUNSTIC-CARTIERVILLE,PARC JEAN-MARTUCCI (ANDRE-GRASSET),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,979.198395002722010,58055.963313016022000,5.805596331301603,c. 5 à 10 ha,E
290,7016.000000000000000,MERCIER-HOCHELAGA-MAISONNEUVE,PARC PIERRE-BEDARD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1287.166154817458400,55070.063149892725000,5.507006314989273,c. 5 à 10 ha,E
292,7471.000000000000000,SAINT-LAURENT,PARC NOEL-SUD,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6,1169.701258348771000,54608.971450038494000,5.460897145003849,c. 5 à 10 ha,E
293,6658.000000000000000,AHUNSTIC-CARTIERVILLE,PARC DE LA MERCI (ILE PERRY),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,4082.333121621834800,144516.995100013330000,14.451699510001333,d. 10 à 20 ha,F
294,7660.000000000000000,POINTE-CLAIRE,CEDAR PARK HEIGHTS,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,968.150392966833350,53471.026449965066000,5.347102644996506,c. 5 à 10 ha,E
295,6785.000000000000000,DOLLARD-DES ORMEAUX-ROXBORO,WESTWOOD,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,7,1541.742909740597000,64505.265092970410000,6.450526509297041,c. 5 à 10 ha,E
297,7366.000000000000000,VILLERAY-SAINT-MICHEL-PARC-EXTENSION,DE LESTRE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,433.632739903101880,9907.497650008992400,0.990749765000899,a- Moins de 1 ha,A
300,7398.000000000000000,VILLERAY-SAINT-MICHEL-PARC-EXTENSION,VILLERAY,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1428.584760090475400,71846.397668121688000,7.184639766812169,c. 5 à 10 ha,E
320,7611.000000000000000,COTE-SAINT-LUC-HAMPSTEAD-MONTREAL-OUEST,HODGSON,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,480.624843995035580,14656.997849998652000,1.465699784999865,b. 1 à 5 ha,B
321,7209.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,SAINT-GEORGES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,503.586812108796610,14629.998800002038000,1.462999880000204,b. 1 à 5 ha,C
322,7018.000000000000000,MERCIER-HOCHELAGA-MAISONNEUVE,PARC RADISSON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,571.176078664321950,14569.984800025821000,1.456998480002582,b. 1 à 5 ha,B
323,6720.000000000000000,BEACONSFIELD-BAIE D'URFE,SHANNON,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,504.069929176411560,14530.514049971132000,1.453051404997113,b. 1 à 5 ha,C
324,7005.000000000000000,MERCIER-HOCHELAGA-MAISONNEUVE,PARC OVILA-PELLETIER,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,511.565032609812590,14460.490350021393000,1.446049035002139,b. 1 à 5 ha,C
325,7239.000000000000000,ROSEMONT-LA PETITE-PATRIE,PARC J.-ARTHUR-CHAMPAGNE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,505.047014412210440,14288.022599961609000,1.428802259996161,b. 1 à 5 ha,B
326,6654.000000000000000,AHUNSTIC-CARTIERVILLE,PARC LEFEBVRE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,480.273249145901330,14281.982400029898000,1.428198240002990,b. 1 à 5 ha,B
881,7229.000000000000000,ROSEMONT-LA PETITE-PATRIE,PARC CARMELA-GALARDO-FRASCARELLI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115.246134418959770,465.348133757448120,0.046534813375745,a- Moins de 1 ha,A
898,6774.000000000000000,DOLLARD-DES ORMEAUX-ROXBORO,PINECREST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,232.429986482844190,3494.867416996707100,0.349486741699671,a- Moins de 1 ha,A
899,7275.000000000000000,ROSEMONT-LA PETITE-PATRIE,PARC SAINTE-BIBIANE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,407.113663229202300,9299.000049999915100,0.929900004999991,a- Moins de 1 ha,A
900,7247.000000000000000,ROSEMONT-LA PETITE-PATRIE,PARC LEON-PROVANCHER,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,627.668737011177200,18671.369463662551000,1.867136946366255,b. 1 à 5 ha,C
902,7258.000000000000000,ROSEMONT-LA PETITE-PATRIE,PARC NESBITT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,499.851214000231950,12195.241856333134000,1.219524185633313,b. 1 à 5 ha,B
905,7373.000000000000000,VILLERAY-SAINT-MICHEL-PARC-EXTENSION,SINCLAIR LAIRD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,644.252249315580800,16204.989000033685000,1.620498900003369,b. 1 à 5 ha,B
908,7205.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,RODOLPHE-FORGET / LOUIS-DESSAULES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,408.663903627728590,9254.591368020917800,0.925459136802092,a- Moins de 1 ha,A
918,7180.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,NOTRE-DAME (C.S.J.L.),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,459.578906030680400,13251.480350038380000,1.325148035003838,b. 1 à 5 ha,C
920,7199.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,POLYVALENTE POINTE-AUX-TREMBLES,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6,1277.298010570300900,100952.302363622500000,10.095230236362250,d. 10 à 20 ha,E
921,7207.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,ROY / 40E AVENUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124.959067282939740,870.671070384108590,0.087067107038411,a- Moins de 1 ha,A
922,7475.000000000000000,SAINT-LAURENT,PARC ROLAND-MOREAU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,267.950828639398820,4429.025792832058900,0.442902579283206,a- Moins de 1 ha,A
923,7455.000000000000000,SAINT-LAURENT,PARC COUSINEAU,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6,967.898932173965020,37208.508349985816000,3.720850834998581,b. 1 à 5 ha,C
924,7464.000000000000000,SAINT-LAURENT,PARC HARTENSTEIN,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,8,1419.858320825429200,41223.500800023641000,4.122350080002364,b. 1 à 5 ha,D
926,6801.000000000000000,DORVAL,WALTERS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,596.058325824207150,14854.506400009128000,1.485450640000913,b. 1 à 5 ha,B
363,6647.000000000000000,AHUNSTIC-CARTIERVILLE,PARC DE MESY,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,727.587652635699330,25505.503499994054000,2.550550349999405,b. 1 à 5 ha,B
364,7503.000000000000000,VILLE-MARIE,PARC MEDERIC-MARTIN,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,981.980913101680470,25237.485850029036000,2.523748585002904,b. 1 à 5 ha,C
365,6951.000000000000000,LE SUD-OUEST,PARC D'ARGENSON,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,762.956914133451620,25226.002999979901000,2.522600299997990,b. 1 à 5 ha,B
366,7212.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,SAINT-MARCEL,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,785.999097920427860,25206.482200010236000,2.520648220001024,b. 1 à 5 ha,B
367,7662.000000000000000,POINTE-CLAIRE,HERMITAGE,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,642.926915823137280,24950.508549980477000,2.495050854998048,b. 1 à 5 ha,B
368,7593.000000000000000,OUTREMONT,PRATT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,711.889302571326650,24707.511549975381000,2.470751154997538,b. 1 à 5 ha,B
369,7046.000000000000000,PIERREFONDS-SENNEVILLE,"A-MA-BAIE, D'",1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,6,823.995448472043220,24258.980850057535000,2.425898085005754,b. 1 à 5 ha,D
370,6831.000000000000000,LACHINE,PARC KIRKLAND,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,8,775.102538606422740,24223.993800015531000,2.422399380001553,b. 1 à 5 ha,D
371,7008.000000000000000,MERCIER-HOCHELAGA-MAISONNEUVE,PARC SAINT-CLEMENT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,620.902136149642390,24162.516399987144000,2.416251639998714,b. 1 à 5 ha,C
372,7435.000000000000000,LASALLE,MENARD,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,7,708.967865359897470,24006.501599997282000,2.400650159999728,b. 1 à 5 ha,D
373,6800.000000000000000,DORVAL,SURREY,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,9,659.765317770115980,23816.526749954559000,2.381652674995456,b. 1 à 5 ha,D
374,7231.000000000000000,ROSEMONT-LA PETITE-PATRIE,PARC DE LA CITE-JARDIN,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5,1037.337786334117900,23440.485550034547000,2.344048555003455,b. 1 à 5 ha,C
375,6664.000000000000000,AHUNSTIC-CARTIERVILLE,PARC SAINT-ANDRE-APOTRE,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,752.456308305213950,23329.994499994344000,2.332999449999434,b. 1 à 5 ha,B
376,7453.000000000000000,SAINT-LAURENT,PARC CARON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,679.887987993552770,22961.989800022326000,2.296198980002233,b. 1 à 5 ha,B
377,7657.000000000000000,POINTE-CLAIRE,AMBASSADOR,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,614.162580687929560,22883.023049960844000,2.288302304996084,b. 1 à 5 ha,B
378,7170.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,MARCEL-LEGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,777.922040361139240,21264.486350008188000,2.126448635000819,b. 1 à 5 ha,B
379,7334.000000000000000,VERDUN,"WEST VANCOUVER, DE",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1027.569900784896600,22656.468450063596000,2.265646845006359,b. 1 à 5 ha,B
380,6823.000000000000000,KIRKLAND,MEADES,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,669.112754525153600,22612.019299982214000,2.261201929998221,b. 1 à 5 ha,B
381,6712.000000000000000,BEACONSFIELD-BAIE D'URFE,MONTROSE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,675.529258872422360,22279.501300007792000,2.227950130000779,b. 1 à 5 ha,B
382,7383.000000000000000,VILLERAY-SAINT-MICHEL-PARC-EXTENSION,SAINTE-LUCIE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,5,718.541241719794240,22274.482550024644000,2.227448255002464,b. 1 à 5 ha,D
384,7129.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,"COLOMBIER, DU",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,221.886898735894590,2424.493950010277300,0.242449395001028,a- Moins de 1 ha,A
386,6958.000000000000000,LE SUD-OUEST,PLACE RICHMOND,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195.389601082836460,2375.999800000339700,0.237599980000034,a- Moins de 1 ha,A
387,7686.000000000000000,POINTE-CLAIRE,LUCERNE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201.534690736005640,2334.497600019076800,0.233449760001908,a- Moins de 1 ha,A
388,7636.000000000000000,COTE-SAINT-LUC-HAMPSTEAD-MONTREAL-OUEST,KIRK PATRICK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241.058527909598720,2331.002549990668300,0.233100254999067,a- Moins de 1 ha,A
392,7359.000000000000000,VILLERAY-SAINT-MICHEL-PARC-EXTENSION,SHAUGHNESSY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207.175854214466710,2154.995500012644200,0.215499550001264,a- Moins de 1 ha,A
394,6794.000000000000000,DORVAL,KEN LEE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,187.244153908921850,2132.997350004501600,0.213299735000450,a- Moins de 1 ha,A
395,6855.000000000000000,LACHINE,PARC HARRY ROSS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188.317999248794080,2130.497799998737300,0.213049779999874,a- Moins de 1 ha,A
396,7502.000000000000000,VILLE-MARIE,PARC ST-JACQUES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189.480415707993050,2095.493500011041800,0.209549350001104,a- Moins de 1 ha,A
397,6924.000000000000000,LE SUD-OUEST,PARC DE L'IRLANDE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,185.940616525123400,1956.006999983108900,0.195600699998311,a- Moins de 1 ha,A
398,6868.000000000000000,LE PLATEAU-MONT-ROYAL,PARC DE LA BOLDUC,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,183.637558690733330,1931.997499989246800,0.193199749998925,a- Moins de 1 ha,A
404,7220.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,VERSAILLES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292.669606288276330,1883.999000001698700,0.188399900000170,a- Moins de 1 ha,A
434,7034.000000000000000,VILLE MONT-ROYAL,PARC DAKIN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,666.737655956607340,19931.025999965830000,1.993102599996583,b. 1 à 5 ha,C
435,7666.000000000000000,POINTE-CLAIRE,ARTHUR-SEGUIN,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,566.248628449327840,19879.001699977111000,1.987900169997711,b. 1 à 5 ha,C
437,7667.000000000000000,POINTE-CLAIRE,SEIGNIORY,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,559.712115549116450,19675.494200009853000,1.967549420000985,b. 1 à 5 ha,C
438,6833.000000000000000,LACHINE,PARC DUFF COURT,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,5,884.293163371380840,19651.483450028114000,1.965148345002811,b. 1 à 5 ha,D
439,7609.000000000000000,COTE-SAINT-LUC-HAMPSTEAD-MONTREAL-OUEST,COTE-SAINT-LUC,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,560.902190289018340,19631.486650022678000,1.963148665002268,b. 1 à 5 ha,B
440,7146.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,FRANCOIS-VAILLANCOURT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,622.903869735880450,19275.996200006455000,1.927599620000646,b. 1 à 5 ha,B
441,7224.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,YVES-THERIAULT / SHERBROOKE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,610.988417558460700,19267.986100013612000,1.926798610001361,b. 1 à 5 ha,B
442,7356.000000000000000,VILLERAY-SAINT-MICHEL-PARC-EXTENSION,OVILA-LEGARE,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,575.763137008030750,19216.998850001954000,1.921699885000195,b. 1 à 5 ha,B
443,6954.000000000000000,LE SUD-OUEST,PARC VINET,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,621.473942192570120,18957.485250020054000,1.895748525002005,b. 1 à 5 ha,C
444,7472.000000000000000,SAINT-LAURENT,PARC PAINTER,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,8,565.610823190235240,18922.002799995244000,1.892200279999524,b. 1 à 5 ha,D
445,6697.000000000000000,BEACONSFIELD-BAIE D'URFE,CENTENNIAL (MEMORIAL),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,865.132672031961080,18717.963800056496000,1.871796380005650,b. 1 à 5 ha,C
447,7704.000000000000000,MONTREAL-NORD,LACORDAIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,645.092354595852730,18529.984000032178000,1.852998400003218,b. 1 à 5 ha,C
448,7177.000000000000000,RIVIERE-DES-PRAIRIES-POINTES-AUX-TREMBLES-MONTREAL-EST,MONTMARTRE,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,833.792546646496700,18494.982450024814000,1.849498245002482,b. 1 à 5 ha,C
449,6660.000000000000000,AHUNSTIC-CARTIERVILLE,PARC OLYMPIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,847.509049931108850,18345.979000030675000,1.834597900003067,b. 1 à 5 ha,B
450,7661.000000000000000,POINTE-CLAIRE,CLEARPOINT,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,539.962378191152310,18206.991550014354000,1.820699155001436,b. 1 à 5 ha,C
451,6816.000000000000000,KIRKLAND,HERITAGE,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,583.136674679926390,18172.501149998046000,1.817250114999805,b. 1 à 5 ha,B
452,6682.000000000000000,ANJOU,DE PETERBOROUGH,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,540.084395524242610,18136.011299970804000,1.813601129997081,b. 1 à 5 ha,B
453,7620.000000000000000,COTE-SAINT-LUC-HAMPSTEAD-MONTREAL-OUEST,DAVIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,336.729691931192970,6795.502899985073800,0.679550289998507,a- Moins de 1 ha,A
454,6641.000000000000000,AHUNSTIC-CARTIERVILLE,PARC ALICE-NOLIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,441.318536226134430,6766.512649993510400,0.676651264999351,a- Moins de 1 ha,A
456,7492.000000000000000,VILLE-MARIE,PARC CHARLES-S-CAMPBELL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,329.534961261074730,6740.996250011369700,0.674099625001137,a- Moins de 1 ha,A
457,7463.000000000000000,SAINT-LAURENT,PARC HARRIS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,330.071323133580790,6713.002149986347800,0.671300214998635,a- Moins de 1 ha,A
458,6767.000000000000000,DOLLARD-DES ORMEAUX-ROXBORO,GOUIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,336.760604621945500,6591.005249991081700,0.659100524999108,a- Moins de 1 ha,A
459,6854.000000000000000,LACHINE,PARC IVAN FRANKO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,360.572118098980920,6414.492900017060500,0.641449290001706,a- Moins de 1 ha,A
462,6956.000000000000000,LE SUD-OUEST,PARC DE L'ENCAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,372.685928408364020,6331.494950018578500,0.633149495001858,a- Moins de 1 ha,A
463,6863.000000000000000,LE PLATEAU-MONT-ROYAL,PARC CLARK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,353.910081057783200,6229.491999993590100,0.622949199999359,a- Moins de 1 ha,A
464,6970.000000000000000,L'ILE-BIZARD-SAINTE-GENEVIEVE-SAINTE-ANNE-DE-BELLEVUE,PARC GODIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,419.215757461842200,6222.488550024450900,0.622248855002445,a- Moins de 1 ha,A
465,7417.000000000000000,LASALLE,BOIVIN,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,316.767151367988840,6193.486050023697300,0.619348605002370,a- Moins de 1 ha,A
467,6874.000000000000000,LE PLATEAU-MONT-ROYAL,PARC DROLET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,209.748766120918480,2274.999588137724000,0.227499958813772,a- Moins de 1 ha,A
468,6876.000000000000000,LE PLATEAU-MONT-ROYAL,PARC EMILE-NELLIGAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,238.803574615174570,2857.999478732929700,0.285799947873293,a- Moins de 1 ha,A
472,6818.000000000000000,KIRKLAND,HOUDE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,358.525456813970320,5971.499649980594800,0.597149964998060,a- Moins de 1 ha,A
473,6782.000000000000000,DOLLARD-DES ORMEAUX-ROXBORO,TROTTIER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,347.019490788413240,5956.997150004841400,0.595699715000484,a- Moins de 1 ha,A
474,6684.000000000000000,ANJOU,DE SPALDING,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,317.052960343857650,5952.494700014003700,0.595249470001400,a- Moins de 1 ha,A
475,7458.000000000000000,SAINT-LAURENT,PARC GARIEPY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,307.380339323221730,5871.993800005531700,0.587199380000553,a- Moins de 1 ha,A
476,7079.000000000000000,PIERREFONDS-SENNEVILLE,LONDON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,472.954338803914990,7952.497649993992100,0.795249764999399,a- Moins de 1 ha,A
477,6866.000000000000000,LE PLATEAU-MONT-ROYAL,PARC COMPAGNONS-DE-SAINT-LAURENT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,355.610756529728230,7906.995299997984100,0.790699529999798,a- Moins de 1 ha,A
478,6926.000000000000000,LE SUD-OUEST,PARC JOE BEEF,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,387.132938598280700,7795.005049996421800,0.779500504999642,a- Moins de 1 ha,A
479,6990.000000000000000,L'ILE-BIZARD-SAINTE-GENEVIEVE-SAINTE-ANNE-DE-BELLEVUE,PARC ROBERT-SAUVE,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,6,548.843451467903150,18524.870275027584000,1.852487027502759,b. 1 à 5 ha,D
480,7650.000000000000000,WESMOUNT,SELBY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,482.961265628644240,7727.992300023081000,0.772799230002308,a- Moins de 1 ha,A
482,7651.000000000000000,WESMOUNT,PRINCE ALBERT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,390.242993874964210,7666.994450014428400,0.766699445001443,a- Moins de 1 ha,A
483,6703.000000000000000,BEACONSFIELD-BAIE D'URFE,DRUMMOND,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,392.090373369285890,7656.013299992406200,0.765601329999241,a- Moins de 1 ha,A
486,6852.000000000000000,LACHINE,PARC RENAISSANCE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,448.417476035971500,7506.498049988313100,0.750649804998831,a- Moins de 1 ha,A
487,7084.000000000000000,PIERREFONDS-SENNEVILLE,"MUGUETS, DES",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,348.902241250609110,7441.993300001381600,0.744199330000138,a- Moins de 1 ha,A
493,6917.000000000000000,LE SUD-OUEST,PARC GADBOIS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,636.016855933722130,21653.009649978609000,2.165300964997861,b. 1 à 5 ha,B
494,6906.000000000000000,LE SUD-OUEST,PARC CURE-ALBERT-ARNOLD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,333.606959947462770,5975.501550007366900,0.597550155000737,a- Moins de 1 ha,A
495,6905.000000000000000,LE SUD-OUEST,PARC SAINT-JEAN-DE-MATHA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,360.933929783000170,7911.000149989745300,0.791100014998975,a- Moins de 1 ha,A
497,6923.000000000000000,LE SUD-OUEST,PARC DES APPRENTIS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,381.932996986378670,5753.013149977661700,0.575301314997766,a- Moins de 1 ha,A
